Job Title,Company,Job Link,Extracted Text,index
Graphic Designer (Full Time)ThePapare,ThePapare,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229200&pg=index.jsp,"The job vacancy is for a full-time Graphic Designer at ThePapare. Responsibilities include creating engaging social media posts and graphic materials, collaborating with the team on creative ideas, meeting project deadlines, staying updated on design trends, and being available to work on weekends. Requirements include proficiency in graphic design software, strong creative and storytelling skills, experience in creating social media graphics, and effective time management skills for handling multiple projects. Interested candidates can apply with their CV and portfolio to thepapare.careers@dialog.lk.",151
Restaurant ManagerVivanta Colombo Airport Garden,Vivanta Colombo Airport Garden,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229196&pg=index.jsp,"The job vacancy is for a Restaurant Manager position at a world-renowned brand. The ideal candidate should be a hotel school graduate with at least two years of experience in a similar capacity in a star class hotel. They should be dynamic, amiable, and under 35 years of age with strong communication skills in English. Responsibilities include managing the restaurant and ensuring smooth operations. To apply, send your CV to aghhrd.colombo@ayhotels.",152
Senior Program Coordinator  / Grant Specialist - KandyInstitute of Social Development (ISD),Institute of Social Development (ISD),https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229170&pg=index.jsp,"The Institute of Sectoral Development (ISD) is looking to fill positions for a project focused on Civil Society Organizations (CSOs) and Community Collective for Democratic Governance (CCCDG). The roles involve collaborating with various stakeholders, conducting research, and implementing programs to support democratic governance. Candidates should have experience in project management, community engagement, and capacity building. Interested applicants should submit their applications with references and relevant experience.",153
Supervisor - Biomass Manufacturing Tasma International Multi Services (Pvt) Ltd,Tasma International Multi Services (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229162&pg=index.jsp,"The job vacancy is for a Supervisor at a biomass manufacturing facility in Biyagama. The ideal candidate should have strong leadership and team management skills, excellent problem-solving abilities, and be able to work independently. They should have at least 2 years of experience at a supervisor level, knowledge of MS Office and basic computer skills, and be self-motivated with a proactive approach to work. Responsibilities include supervising manufacturing processes and managing teams to ensure efficient and effective production.",154
Product Compliance EngineerMAKEEN Energy Lanka (Pvt) Ltd,MAKEEN Energy Lanka (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229156&pg=index.jsp,"The job vacancy is for a Product Compliance Engineer at MAKEEN Energy. The candidate must have a Bachelor's degree in a related field and at least 2 years of experience in product compliance. Responsibilities include managing product compliance and testing, liaising with global teams, and ensuring regulatory standards are met. Applications can be submitted through the company's website.",155
Customer Relations / Public Relations - OfficerParcel.lk,Parcel.lk,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229149&pg=index.jsp,"For the Customer Relations / Public Relations position, candidates must have strong communication skills in English, Sinhala, or Tamil, as well as customer problem-solving skills. The Data Entry Assistant role requires candidates aged 19-25 with O/L qualifications and computer literacy, with a preference for those in or around Colombo or Dehiwala to Panadura.",156
Program OfficerSouth Asia Partnership Sri Lanka,South Asia Partnership Sri Lanka,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229134&pg=index.jsp,"The job vacancy at South Asia Partnership - Sri Lanka is for a Program Coordinator. The responsibilities include portfolio management, program planning and implementation, managing funded projects, partnership development, team leadership and development, and staff supervision. The candidate should have a degree in a relevant field, experience in project management, and strong communication skills. Interested applicants should email their resume to the provided contact within seven days.",157
Audit Executive Singer (Sri Lanka) PLC,Singer (Sri Lanka) PLC,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227106&pg=index.jsp,"The job vacancy is for an Audit Executive position at a company in Sri Lanka. The job requirements include a minimum of 2 years of relevant experience, strong analytical skills, and knowledge of accounting principles. Responsibilities include conducting audits, analyzing financial data, and preparing reports. The candidate should have excellent communication skills and the ability to work independently.",158
Metal Fabricators / Welders 6g / Mechanical Technicians & Fitters - UAEFG Technical,FG Technical,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001226437&pg=index.jsp,"The job vacancy is for a Technician in Metal Fabrication and Mechanical Technician roles in Dubai Investment Park, UAE. Candidates should have an ITI or Diploma Certificate and a 6G Welding Qualification. Responsibilities include metal fabrication, mechanical work, and fitting. The salary range is 1300 to 1500 AED with accommodation, transportation, and visit visa provided. There is also an opportunity for a work permit after a 2-month trial period. Interested candidates can send their CV to info@fgtechnical.com.",159
Associate Software Engineer/ Software Engineer (C/C++)Aiken (Pvt) Ltd,Aiken (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229119&pg=index.jsp,"Vacancy for Associate Software Engineer/Software Engineer (C/C++). Responsibilities include designing, building, and maintaining efficient code, implementing performance modules, identifying bugs and devising solutions, collaborating with stakeholders, conducting code reviews, and ensuring software quality. Qualifications include a Bachelor's degree in Computer Science, 1-2 years of C and C++ experience, knowledge of memory management and threading, familiarity with embedded systems design, and experience with code versioning tools. Skills required include problem-solving, clean code writing, debugging, communication, and familiarity with software development tools and environments. Knowledge of network and socket programming, Agile/Scrum methodologies, and continuous integration practices is a plus.",160
Software EngineerMahindra Ideal Finance Limited,Mahindra Ideal Finance Limited,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229114&pg=index.jsp,"The job vacancy is for a Software Engineer at Mahindra Ideal Finance. The primary responsibilities include designing and developing software applications, collaborating with team members, and ensuring the quality of the software. The ideal candidate should have a strong background in software development and programming languages. Exciting career prospects and a great workplace culture await the selected candidate. For more information and to apply, email careers@mahindraifl.ik.",161
Senior Executive - Technical TrainerKIA Motors (Lanka) Ltd,KIA Motors (Lanka) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229110&pg=index.jsp,"The job vacancy requires a candidate who is driven for success and has experience in coordinating and managing projects. The responsibilities include overseeing site operations, collaborating with team members, and ensuring compliance with safety regulations. The ideal candidate should have strong communication skills, attention to detail, and the ability to work effectively under pressure. Previous experience in a similar role and knowledge of industry standards are also required.",162
Graphic DesignerCompany Name Withheld,Company Name Withheld,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229091&pg=index.jsp,"The job vacancy is for a Graphic Designer position, requiring an undergraduate or degree holder in Graphic Design with a passion for creativity and innovation. Responsibilities include creating designs, developing visual concepts, and collaborating with the team to bring creativity to life. Additional tasks involve meeting project deadlines and ensuring quality in design work.",163
Kids Programming Lecturer Sri Lanka Institute of Robotics,Sri Lanka Institute of Robotics,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229078&pg=index.jsp,"The job vacancy at Sri Lanka Institute of Robotics is for a programmer with skills in Arduino, PLC, computer programming, robotics, and AI. The candidate will be responsible for delivering high-quality education to students after comprehensive training in these areas.",164
Junior Accounts AssistantAllied Security Services Private Limited,Allied Security Services Private Limited,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229071&pg=index.jsp,"The job vacancy is for a Junior Accounts Assistant. The role involves updating and preparing reports, reconciling accounts, and assisting with financial analysis. The ideal candidate should be motivated, detail-oriented, and able to work independently. A background in accounting or finance is preferred. Salary and benefits will be based on experience and qualifications.",165
IT ExecutivesHype Invention,Hype Invention,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229063&pg=index.jsp,"The job vacancy is for a Systems Administrator to perform regular backups of websites, applications, and databases, monitor system performance, implement security measures, maintain documentation, and collaborate with development and operations teams. The job requirements include a Bachelor's degree in Information Technology, Computer Science, or a related field, and a strong understanding of database management systems and security principles. If interested, candidates can apply by sending their CV or scanning the QR code provided.",166
Supermarket Manager - ColomboEnvoy Ortus,Envoy Ortus,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229057&pg=index.jsp,"The job vacancy is for a Supermarket Manager in Colombo. The responsibilities include developing and executing lead generation, managing operational teams for excellence and profitability, analyzing sales opportunities, building strong relationships with customers and suppliers, and implementing training programs. The ideal candidate should have at least 5 years of experience in a managerial role in a supermarket, excellent communication and customer service skills, proficiency in MS Office, and a passion for retail.",167
Systems Maintenance Executive Company name withheld,Company name withheld,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229043&pg=index.jsp,"The job vacancy is for a Systems Maintenance Executive at a leading trading company in Colombo. The ideal candidate should have a professional approach and a positive attitude to handle systems maintenance, network maintenance, POS maintenance, website maintenance, and hardware/software maintenance. They should be below 45 years of age, willing to travel to showrooms, and work long hours. Applicants are required to provide contact details of two referees and present employment details.",168
Coordinator (Batticaloa)/ Program Coordinator/ Administration & Procurement Officer (Puthukudiyiruppu)Action Unity Lanka,Action Unity Lanka,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229036&pg=index.jsp,"The job vacancy is for a Child Protection & Advocacy role, requiring candidates to have a degree in a relevant field and experience in child protection. Responsibilities include working with children and advocating for their rights, as well as supporting and supervising staff. Applicants should be between the ages of 18-40 and possess good communication skills. The deadline for applications is October 24, 2024.",169
Trainee ICT Teachers Pre Uni (Pvt) Ltd,Pre Uni (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229030&pg=index.jsp,"The job vacancy is for Trainee ICT Teachers at PRE UNI. Applicants must have Grade 1-9 ML, be fluent in English, have subject knowledge, and preferably be located in the Athuruganya Area. Applicants should submit a detailed curriculum vitae with two non-related referees.",170
Electrician / MechanicRMC Ceylon (Pvt) Ltd,RMC Ceylon (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229025&pg=index.jsp,"The job vacancy is for an Electrician/Mechanic at Ceylon (Pvt) Ltd. The qualifications required include completing NVQ Level 4, having 1 year of work experience, and being between the ages of 20 and 35. Responsibilities include electrical and mechanical maintenance tasks. Interested candidates can send their CV to hrassistant.rmccu2@rmgroup501.com.",171
Data EngineerNimbus,Nimbus,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229020&pg=index.jsp,"The job vacancy is for a Data Engineer in the United Kingdom with remote working options. The responsibilities include managing and analyzing large datasets, implementing data pipelines, and collaborating with a team of data engineers. The ideal candidate should have a strong background in mathematics or computer science, experience with data processing tools and languages, and familiarity with machine learning techniques. Educational qualifications include a degree in computer science or a related field. Personal qualities such as problem-solving skills, teamwork, and attention to detail are also important for this role. To apply or inquire about the position, contact the hiring team at shanske.pere@conimbusproperty.co.uk.",172
Purchasing Assistant Chiefway Katunayake (Pvt) Ltd,Chiefway Katunayake (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229015&pg=index.jsp,"The company is looking to fill a position with the following responsibilities: handling procurement of raw materials, managing suppliers, maintaining inventory levels, coordinating with production teams, ensuring quality control, and overseeing production processes. The ideal candidate should have at least 5 years of relevant experience, a degree in a related field, strong communication skills, and the ability to work well under pressure. They should also have a background in garment manufacturing and a proven track record of managing teams effectively. The role offers excellent prospects for career growth and development. Interested candidates should email their resumes with the job title in the subject line to the provided contact.",173
"Assistant Manager - Planning, Logistic & Warehouse (Biyagama)Dominos Pizza",Dominos Pizza,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229010&pg=index.jsp,"The job vacancy is for an Assistant Manager in Planning, Logistics, and Warehouse at a factory in Biyagama. The responsibilities include overseeing planning, logistics, and warehouse operations, ensuring smooth coordination between departments, maintaining inventory levels, and implementing efficient processes. The requirements for the role include a degree in a relevant field, proven experience in a similar role, strong organizational and communication skills, and the ability to work effectively in a fast-paced environment.",174
Junior Accounts Executive Dilly & Carlo,Dilly & Carlo,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229006&pg=index.jsp,"The job vacancy is for a Junior Account Executive. The responsibilities include handling cash and cheque requirements, posting journal entries, updating schedules for accounts, preparing tax procedures, bank reconciliation, and preparing reports as required by management. The qualifications include being fully/partly qualified in AAT, CWA or equivalent, familiarity with computerized accounting systems, proficiency in Microsoft Office, and at least 1 year of experience in accounting and finance.",175
Hotel VacanciesAmaranthebay Resort & Spa,Amaranthebay Resort & Spa,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229001&pg=index.jsp,"The four-star hotel in Trincomalee is looking for experienced individuals to join their team. They are seeking Waitresses, Chef De Partie (All-rounder), Administration Executive, and Front Office staff. A minimum of two years' experience in star class hotels is required for these positions.",176
Coordinator - Operations Durdans Hospital,Durdans Hospital,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228991&pg=index.jsp,"The job vacancy is for a Coordinator - Operations position. The key duties and responsibilities include accurate and systematic management of all listed documentation, arranging meetings, taking minutes, drafting reports and presentations, responding to requests from internal and external stakeholders, assisting in quality improvement initiatives, ongoing review and development of process improvement and best practices, assisting with department projects, maintaining confidentiality, and ensuring all deadlines are met. Ideal candidates should have a professional qualification in Administration, a minimum of 4 years of experience in a similar capacity, excellent written and verbal communication skills in English and Sinhala, proficiency in Tamil language is an advantage, strong IT skills with proficiency in Microsoft Office packages, be dynamic, motivated, have excellent interpersonal skills, ability to work under pressure, and be a good team player.",177
Gender and Advocacy Coordinator Berendina Development Services (Get) Ltd,Berendina Development Services (Get) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228986&pg=index.jsp,Job vacancy: Gender and Advocacy Coordinator based in Colombo. The responsibilities of the role include coordinating gender and advocacy activities. No specific job requirements or contact details provided.,178
Commis Chef/ PastryBlackCat Colombo,BlackCat Colombo,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228981&pg=index.jsp,"The job requires someone who can be responsible, stay cool under pressure, take direction and initiative, and be a reliable team player. Experience in English and basic computer skills are preferred. The successful candidate will be rewarded with a competitive salary, meals, and opportunities for promotion.",179
Baristas/ WaitersBlackCat,BlackCat,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228974&pg=index.jsp,"The job vacancy is for baristas/waiters at a company called Blackcat. The job responsibilities include ensuring customer satisfaction, controlling costs and efficiency, staying calm under pressure, making perfect coffee, maintaining consistency and reliability, keeping workspaces clean, and developing skills. The ideal candidate should have at least one year of experience in the field. Interested applicants can send their CV to the email provided or contact Maria Fernando at 06 156 611 for an interview appointment.",180
Teachers Vacancies S. Thomas College,S. Thomas College,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228962&pg=index.jsp,"The job vacancy at S. Thomas’ College, Mount Lavinia includes positions for a Physics teacher for O/L and A/L (English Medium), an Accounts teacher for O/L (English Medium) on a part-time basis, and a Civics & Geography teacher for Year 6-11 (English Medium). Applicants should have relevant educational qualifications and training, teaching experience, and the ability to accept the appointment. The selected candidate should be available to work full-time and must have proficiency in teaching subjects related to their field. Interested candidates should email their resumes with details of two referees to career@stcmtl.edu.lk by the deadline.",181
Hotel Vacancies White Moon Resort,White Moon Resort,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228944&pg=index.jsp,"The job vacancy at White Moon Resort includes positions such as Operations Manager, Front Office Executive, Accounts Executive, Marketing Executive, Receptionist, and Cashier. The ideal candidates should have relevant experience in the hospitality industry, particularly in hotel management. Responsibilities include overseeing operations, handling customer service, managing finances, and promoting the resort. Successful candidates will have strong communication skills, be able to work in a fast-paced environment, and demonstrate a commitment to excellence. To apply, interested individuals can submit their applications by email with a deadline of within 2 weeks.",182
Executive TelemarketerIconic Group,Iconic Group,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228940&pg=index.jsp,"The job vacancy is for an Executive Telemarketer in Australia, with a requirement of at least 3 years of marketing experience. The candidate should be fluent in English, proactive, patient, and capable of promoting products and services to new customers. Responsibilities include working from home within Australian business hours, promoting products accurately, and meeting performance-based targets. Salary ranges from 75,000 LKR to 100,000 LKR with commissions and allowances. Interested candidates can send their CV to info@iconic-trading.com.au.",183
System & IT AdministratorJeya Book Centre,Jeya Book Centre,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228935&pg=index.jsp,"The job vacancy is for a System & IT Administrator located in Poophes Pera Pettak. The key responsibilities include maintaining the company's systems, performing upgrades, and ensuring system security. The job requirements include proficiency in system maintenance, upgrade processes, and knowledge of network configurations. Interested candidates can apply by sending their resume to jbevacancy@goilcom.",184
Assistant Manager/ Showroom SupervisorJeya Book Centre,Jeya Book Centre,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228929&pg=index.jsp,"Immediate vacancies are available for an Assistant Manager and Showroom Supervisor at a showroom in Poteh, Ke.up tea, Watt, N Kandy. The Assistant Manager should have over 4 years of experience in managing a team and possess excellent communication skills. The Showroom Supervisor should also have over 4 years of experience in supervising and be proficient in POS, Billing, and Inventory management. Interested candidates can send their resumes and salary expectations to jbevacancy@gmail.com.",185
Executive - PlanningRoyal Fernwood Porcelain Limited,Royal Fernwood Porcelain Limited,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228924&pg=index.jsp,"The job vacancy is for an Executive - Planning position at Royal Fernwood Porcelain Ltd. The responsibilities include developing and managing detailed production schedules, coordinating with various departments, monitoring production processes, conducting capacity planning, preparing production status reports, and implementing best practices in production planning. The candidate should have a minimum of 2 years' experience in production planning or a similar role, a Bachelor's degree or Diploma in Production Management or related field, proficiency in MS Office, and knowledge of production planning software.",186
Accounts Assistant - Full TimeCompany Name Withheld,Company Name Withheld,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228920&pg=index.jsp,"The job vacancy is for Account Assistants on a full-time basis at a well-established Automotive Group Company based in Colombo. The candidate should be proficient in MS Office, able to work in tight schedules, and have strong interpersonal skills with good knowledge. Responsibilities include performing various accounting functions, preparing payment and summary reports, handling daily accounting activities, stock valuation, and reconciliations. Salary is negotiable and facilities provided include statutory contributions upon satisfactory conduct. Interested candidates can forward their CV to the given contact number.",187
Creative Designer Atlas Labs,Atlas Labs,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228916&pg=index.jsp,"The Creative Designer position is currently open and salary is pegged in USD. Job requirements include experience in graphic design, proficiency in Adobe Creative Suite, and the ability to work on multiple projects simultaneously. Responsibilities include creating visual concepts, developing layouts, and collaborating with the marketing team to produce high-quality designs.",188
Junior Embedded EngineerAtlas Labs,Atlas Labs,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228906&pg=index.jsp,"This text does not provide any specific job vacancy information, company details, or contact information.",189
Senior Embedded EngineerAtlas Labs,Atlas Labs,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228902&pg=index.jsp,"The job vacancy is for a Senior Embedded Software Engineer. The responsibilities include developing and implementing software solutions, debugging and testing code, collaborating with cross-functional teams, and ensuring the software meets quality standards. The job requirements include a Bachelor's degree in Computer Science or related field, experience with embedded systems and software development, proficiency in programming languages such as C/C++, and strong problem-solving skills.",190
Agricultural Extension Service Officer Serendipol (Pvt) Ltd,Serendipol (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228888&pg=index.jsp,"The company is seeking a male Agriculture Extension Services Officer with a Bachelor's degree or Diploma in Agriculture, Agronomy, or related field. The candidate should have a minimum of three years of experience in agricultural extension, preferably in organic farming. Responsibilities include working closely with coconut farmers to provide training and guidance, ensuring compliance with organic standards, and fostering sustainable agricultural practices. The ideal candidate should be below 40 years old, willing to work long hours and travel within specific districts, have excellent communication skills, and be a good team player with computer literacy.",191
Customer CoordinatorBright Solar Energy System (Private) Limited,Bright Solar Energy System (Private) Limited,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228883&pg=index.jsp,"The job vacancy is for a Customer Coordinator with Document Handling responsibilities at Bright Solar Energy System (Private) Limited in Seeduwa. The key responsibilities include telephone operations, document handling, customer service, and administrative support. Qualifications include a high school diploma or equivalent, previous experience in a similar role, proficiency in MS Office and office equipment, excellent communication skills, organizational skills, and the ability to work independently and as part of a team. Interested candidates can submit their resumes within 10 days.",192
Interior DesignerStudio Clay,Studio Clay,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228875&pg=index.jsp,"The job vacancy is for a dynamic and high-end design studio working on a portfolio of local and international design projects in the leisure sector. The key responsibilities include developing and implementing project plans, coordinating with the project team, and ensuring client needs are met. Qualifications include a degree in Interior Design or related field, strong communication skills, and knowledge of design processes. Experience with document preparation and graphic design is also required. Applicants must have a strong attention to detail and be able to work collaboratively with team members.",193
Consultant - Expression of interest of CSOsWorld Vision Lanka (WVL),World Vision Lanka (WVL),https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228865&pg=index.jsp,"The job vacancy is for a Civil Society Organization seeking an Expression of Interest (EOI). The responsibilities include supporting the development and implementation of projects, collaborating with partners, managing projects, and ensuring compliance with regulations. The ideal candidate should have experience working in the sector, strong communication skills, and the ability to work effectively in a team. Additional requirements may include experience with fundraising, monitoring and evaluation, and capacity building.",194
Pattern MakerNasna Impex Garments Industries (Pvt) Ltd,Nasna Impex Garments Industries (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228833&pg=index.jsp,"The job vacancy is for a Pattern Maker at Nasna Impex Garments Industries. The candidate should have 5-8 years of experience in computerized pattern making, with knowledge of garment construction in Woven & Knits. They should also be proficient in manual pattern making & grading, preferably in Lectra system. Responsibilities include developing patterns based on buyer sketches & specs, and liaising with merchandisers to communicate buyer requirements. An attractive remuneration package will be offered to the right candidate. To apply, send your CV to vacancies@nasna.com.lk.",195
IoT Hardware Project ManagerAtlas Labs,Atlas Labs,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228826&pg=index.jsp,"The job vacancy is for a IoT Hardware Project Manager with a salary range of LKR 100,000 - 160,000. Responsibilities include managing hardware projects, coordinating with teams, and ensuring project deadlines are met. Job requirements include a degree in engineering or related field, experience in project management, and strong communication skills. Apply now for this exciting opportunity!",196
Data Operations EngineerAtlas Labs,Atlas Labs,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228822&pg=index.jsp,The job vacancy is for a Data Operations Engineer at AtiasLabs. The job requirements include experience in data operations and proficiency in technology. The responsibilities include managing data operations and ensuring data quality. Contact details are not provided.,197
Geographical Information System (GIS) OfficerThe HALO Trust,The HALO Trust,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228816&pg=index.jsp,"The job vacancy is for a GIS Officer with a salary of $4.99 per hour. The responsibilities include managing, maintaining, and analyzing operational data, producing maps and information for humanitarian and demining operations, working closely with HALO staff, setting up and using GIS tools, conducting spatial data analysis, creating GIS mapping products, maintaining web maps and offline maps, preparing reports and forecasts, and collaborating with internal and external stakeholders. Applicants must submit their CV and a cover letter by June 20, 2024.",198
Cook - Hot Kitchen (Ragama Area)Pizza Italiano,Pizza Italiano,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228808&pg=index.jsp,Job Vacancy: Experienced candidates needed for a job opportunity. Must have prior experience. Interested candidates can send their CV or contact 0774850950.,199
Online Order Processor (Male)Asian Group of Companies (Pvt) Ltd,Asian Group of Companies (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228801&pg=index.jsp,"The job vacancy is for an Online Order Processor (male) at the Avian Group of Companies. The job requirements include 6 months experience in a similar role, basic knowledge of MS Word and Excel, familiarity with marketing tools and social media platforms, good English communication skills, and the ability to think creatively and contribute innovative ideas to marketing campaigns. School leavers are also welcome to apply. Responsibilities include processing online orders, managing marketing campaigns, and collaborating with the team to meet business objectives.",200
Production ManagerAsian Group of Companies (Pvt) Ltd,Asian Group of Companies (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228793&pg=index.jsp,"The job vacancy is for a Production Manager at a prestigious home and building improvement company. The responsibilities include overseeing the production process, ensuring quality standards are met, leading a production team, promoting a safe work environment, and improving manufacturing processes. The job requirements include a professional qualification in science, engineering, or industrial management, at least 3 years of executive experience in furniture manufacturing, and experience with CAD and CNC programming/operating. Competitive remuneration will be offered based on qualification and work experience. Interested candidates can forward their CV with contact details to careers@company.com.",201
Academic Services ExecutiveManagement & Science Institute,Management & Science Institute,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228783&pg=index.jsp,"The job vacancy is for an Academic Services Executive at Management & Science Institute in Colombo, Sri Lanka. The ideal candidate should have a Bachelor's degree and be highly motivated. Responsibilities include providing support to students and collaborating with academic staff. Strong communication and problem-solving skills are required, along with the ability to work effectively in a team. Previous experience in a similar role and a background in education would be advantageous.",202
Assistant Manager - Business Development (Regional Sales)Ikman.lk,Ikman.lk,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228763&pg=index.jsp,"The job vacancy is for an Assistant Manager in Business Development for the Regional Sales team. The minimum qualifications and requirements include a degree in Business Management or a related field, previous sales experience, strong communication and negotiation skills, and the ability to travel. Responsibilities include developing and implementing sales strategies, managing client relationships, and achieving sales targets. Salary and benefits include an attractive remuneration package, incentives, health insurance, and other staff benefits.",203
Head of Operations (Diwulapitiya)Lanka Biofuel Solutions (Pvt) Ltd,Lanka Biofuel Solutions (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001228757&pg=index.jsp,"The job vacancy is for a Head of Operations at Lanka Biofuel Solutions in Diwulapitiya, Gampaha. The duties include managing staff, forecasting, developing strategies, and ensuring operational efficiency. Minimum qualifications include executive-level experience, previous experience in a similar role, strong communication skills, and knowledge of industry trends. Applicants are encouraged to submit their resumes by the specified deadline.",204
